"CoilId","ParamSet","Grade","Length","Width","Thickness","Weight","BdeCoilId","LastDefectId","SLength","InternalStatus","DefectCount","Campaign"
"474811","1","-1","543534","1247","4.762","27000","02AM9T","4165","566013","X","1405","1216118"
"474812","6","2","327704","1535","6.198","25510","06AM8R","10011","334060","X","3144","1215801"
"474813","1","2","325718","1249","7.92","27070","05AM9F","23682","340766","X","4324","1215908"
"474814","11","2","316429","1569","6.452","25970","05AM8H","20805","324002","X","5091","1215603"
"474815","11","-1","316558","1560","6.452","26150","04AM8H","42561","327964",NULL,"6585","1215602"
"474816","11","2","226401","1560","6.452","18770","03AM8H","28986","235610","X","7830","1215601"
"474817","11","-1","369315","1569","6.452","30500","02AM8H","59784","380390",NULL,"8501","1215604"
"474818","11","-1","375612","1569","6.452","30950","01AM8H","75632","386181",NULL,"9942","1215605"
"474819","11","-1","255519","1575","6.452","20860","04AJ5B","110622","259080",NULL,"10625","1117006"
"474820","11","2","384716","1569","6.452","31470","02AM8F","35914","392582","X","8184","1215606"
"474821","11","-1","488981","1560","5.001","31160","04AM8F","50120","504444",NULL,"6311","1213902"
"474822","11","-1","495554","1560","5.001","31680","03AM8F","38089","512978",NULL,"5365","1213901"
"474823","11","2","378013","1549","6.452","30969","01AM8F","24156","391363","X","5616","1215607"
"474824","1","2","324406","1247","7.92","26920","01AM9R","14449","339547","X","3512","1216104"
"474825","1","2","270827","1247","9.525","27020","04AM9T","30540","283159","X","6190","1216119"
"474826","1","2","328617","1247","7.92","26980","07AM9R","11177","340156","X","3194","1216111"
"474827","1","-1","331487","1247","6.248","21640","06AM9V","12512","345948","X","4024","1216115"
"474828","1","2","332536","1247","6.248","21670","05AM9V","10427","346252","X","2656","1216114"
"474829","1","-1","331749","1247","6.248","21660","04AM9V","5552","346252","X","1659","1216112"
"474830","1","-1","332121","1247","6.248","21630","03AM9V","11113","345643","X","2967","1216113"
"474831","6","2","411263","1529","6.198","32030","01AM8P","927","420928","X","323","1215802"
"474832","1","-1","475187","1247","5.499","26940","06AM9R","12103","489204","X","3803","1216107"
"474833","1","-1","475254","1247","5.499","26920","03AM9R","15633","488899","X","4512","1216103"
"474834","1","2","474968","1247","5.499","26940","02AM9R","13556","489204","X","4220","1216105"
"474835","5","2","476085","1556","5.479","33579","02AM8L","4766","490728","X","2198","1214104"
"474836","1","2","538485","1562","4.572","29320","04R59F","36012","499872","X","11396","0702103"
"474837","12","2","567191","1556","4.318","27356","03X95P","30986","484327","X","11691","0707203"
"474838","5","-1","717853","1252","3.734","26308","02AM9D","42282","761085",NULL,"5756","1214508"
"474839","3","-1","740044","1570","3.48","32540","01AN0W","42013","773887",NULL,"7537","1216805"
"474840","3","2","740500","1562","3.48","32250","01AN0Y","25581","770839","X","5446","1216905"
"474841","3","-1","739960","1570","3.48","32380","05AN0W","37582","770229",NULL,"6242","1216809"
"474842","3","2","740749","1572","3.48","32560","02AN0W","27420","773277","X","6535","1216806"
"474843","3","-1","545281","1580","4.724","32550","03AN0W","41559","566623",NULL,"7264","1216803"
"474844","3","2","545511","1575","4.724","32678","04AN0W","27493","570585","X","6383","1216808"
"474845","3","2","438494","1575","4.724","26540","05AN1A","32430","453237","X","6052","0100101"
"474846","3","2","547136","1567","4.724","32320","03AN0Y","20895","567232","X","5185","1216903"
"474847","3","2","546207","1572","4.724","32290","04AN0Y","17344","564794","X","4226","1216902"
"474848","3","2","523844","1572","5.001","32410","03AN1A","16719","535533","X","4009","1216907"
"474849","3","-1","395459","1560","6.35","31350","01AN0R","37356","411175",NULL,"5284","1216807"
"474850","3","2","409101","1570","6.35","32450","04AN0T","28633","423062","X","6382","1216804"
"474851","3","2","409740","1560","6.35","32300","02AN0T","29776","423672","X","6187","1216802"
"474852","3","2","337764","1556","6.35","27170","04AN1A","20220","357225","X","5294","1216901"
"474853","3","2","391045","1552","6.35","30770","03AN0V","30022","405688","X","6604","1216909"
"474854","3","2","409285","1560","6.35","32440","03AN0T","29020","425500","X","5463","1216801"
"474855","1","-1","17926","1257","6.248","14039","04L20X","2665","208483","X","397","0217816"
"474856","12","-1","193996","1565","5.918","28912","01X95P","41515","377647",NULL,"11075","0707201"
"474857","12","-1","380302","1556","5.613","30513","02X95P","4883","401116","X","2641","0707202"
"474858","2","-1","432031","1576","4","32330","02X95P","95401","656844",NULL,"27015","1216502"
"474859","2","-1","653424","2000","0","0","03AN0K","65263",NULL," ","7365",NULL
"474860","2","-1","649761","1571","4","32090","03AN0J","58986","654100"," ","7390","1216509"
"474861","2","-1","652713","1580","4","32410","02AN0F","213958","656844",NULL,"36880","1216603"
"474862","2","-1","653419","1572","4","32190","03AN0M","74496","655624",NULL,"9756","1216605"
"474863","2","-1","650004","1574","4","32380","02AN0K","42212","658672",NULL,"6304","1216501"
"474864","2","-1","650944","1575","4","32100","04AN0F","52594","652576",NULL,"8149","1216606"
"474865","2","-1","650999","1565","4","32250","01AN0F","42313","659892",NULL,"5653","1216601"
"474866","2","-1","653768","1554","4","31890","04AN0L","46825","657148",NULL,"6434","1216508"
"474867","2","-1","653247","1569","4","31820","01AN0L","61851","649224",NULL,"7278","1216504"
"474868","2","-1","653790","1549","4","31780","02AN0L","62785","656844",NULL,"6976","1216506"
"474869","2","-1","654186","1549","4","31960","03AN0L","52731","660501",NULL,"6632","1216505"
"474870","2","-1","646568","1564","4","31900","02AN0J","55591","653186",NULL,"7893","1216709"
"474871","2","-1","652292","1564","4","32039","03AN0H","180325","655929",NULL,"36465","1216602"
"474872","2","-1","643127","1565","4","31590","02AN0H","44252","646176",NULL,"5195","1216707"
"474873","2","2","649486","1564","4","32020","01AN0J","35083","655624","X","8319","1216710"
"474874","2","2","637399","1567","4","31600","04AN0J","35396","645566","X","8046","0100201"
"474875","2","2","641296","1570","4","31670","01AN0K","36015","645871","X","8422","1216705"
"474876","2","-1","650569","1557","4","31740","03AN0N","68555","652881",NULL,"9148","0100203"
"474877","2","-1","650402","1552","4","31660","04AN0N","42303","653186",NULL,"7077","0100205"
"474878","2","-1","649303","1558","4","31760","02AN0N","54008","652576",NULL,"6679","0100204"
"474879","2","-1","651650","1562","4","31810","01AN0N","46664","651967",NULL,"7452","0100202"
"474880","2","-1","652938","1570","4","32170","04AN0M","82036","656234",NULL,"12285","1216609"
"474881","2","-1","653034","1560","4","31940","05AN0L","47143","655624",NULL,"5676","1216507"
"474882","2","-1","650943","1565","4","32200","01AN0M","77953","658977",NULL,"11550","1216607"
"474883","2","-1","626632","1565","4","31020","01AN0H","48750","634593",NULL,"7683","1216706"
"474884","2","-1","649462","1572","4","32320","02AN0M","78494","658063",NULL,"10228","1216608"
"474885","2","-1","650352","1552","4","31780","01AN0P","43952","655624",NULL,"6567","1216704"
"474886","2","2","431459","1560","4","21190","02AN0P","18364","434949","X","4331","1216701"
"474887","2","-1","525644","1613","4","26290","05AN0P","47558","521817",NULL,"7024","1216708"
"474888","2","2","433495","1570","4","21520","03AN0P","27701","438912","X","5590","1216703"
"474889","2","2","537301","1595","4","27050","04AN0P","33688","542848","X","6747","1216702"
"474890","2","-1","651837","1572","4","31970","05AN0M","50386","651052",NULL,"8408","1216610"
"474891","12","2","566970","1556","4.6","27356","03X95P","7986","484327","X","3379","0707203"
"474892","12","2","391928","1565","6.198","28912","01X95P","11985","377647","X","3835","0707201"
"474893","12","2","420024","1556","6.198","30513","02X95P","7277","401116","X","3299","0707202"
"474894","1","-1","538029","1562","4.76","29320","04R59F","44111","499872",NULL,"9497","0702103"
"474895","3","-1","578574","1572","4.501","32310","02AN0X","47258","593445",NULL,"8339","0100108"
"474896","3","-1","578114","1567","4.501","32269","03AN0X","52866","594360",NULL,"9853","0100107"
"474897","3","-1","518208","1560","4.724","30759","05AN0V","95505","542239",NULL,"11815","0100111"
"474898","3","-1","542775","1572","4.724","32290","01AN0X","39115","564794",NULL,"6901","0100106"
"474899","3","2","408683","1562","6.35","32100","04AN0X","31254","420319","X","6458","0100109"
"474900","3","-1","393505","1557","6.35","30969","01AN0T","70482","406908",NULL,"9878","0100104"
"474901","3","-1","395733","1552","6.35","31130","03AN0R","38248","410260",NULL,"6699","0100105"
"474902","3","-1","404186","1565","6.35","31680","02AN0R","51823","414223",NULL,"9166","0100103"
"474903","3","2","399304","1552","6.35","31290","04AN0R","31137","412394","X","6556","0100113"
"474904","3","-1","395249","1552","6.35","30810","01AN0V","70411","406298",NULL,"12204","0100102"
"474905","3","2","392576","1549","6.35","30660","02AN0V","22997","404774","X","5469","0100114"
"474906","3","2","410352","1572","6.35","32410","02AN1A","18930","421843","X","4719","1216908"
"474907","3","-1","378137","1549","6.452","30640","04AN0V","38223","398068",NULL,"5099","0100112"
"474908","3","2","544129","1562","4.724","32070","05AN0X","21489","564794","X","4634","0100110"
"474909","3","2","474792","1395","5.499","28830","01AN2E","17159","488289","X","4110","0101010"
"474910","3","2","475601","1378","5.499","28250","03AN2E","16391","484327","X","3346","0101007"
"474911","3","2","476888","1378","5.499","28870","04AN2E","20788","494995","X","4338","0101012"
"474912","3","2","460925","1408","5.499","28200","05AN2E","17563","473354","X","3879","0101101"
"474913","3","2","411694","1395","6.35","28780","04AN2C","14415","422148","X","2956","0101003"
"474914","3","2","407787","1392","6.35","28940","02AN2C","12530","425500","X","2660","0101001"
"474915","3","2","410959","1388","6.35","28830","05AN2C","13371","424891","X","2912","0101004"
"474916","3","2","411849","1395","6.35","28900","03AN2C","9830","423976","X","1783","0101002"
"474917","3","2","397739","1392","6.35","28080","01AN2C","12211","412699","X","1871","0101013"
"474918","3","2","409295","1393","6.35","28810","01AN2D","15439","423062","X","3537","0101005"
"474919","3","2","410174","2000","0","0","03AN2D","17783",NULL," ","4135",NULL
"474920","3","2","410978","1395","6.35","28910","04AN2D","16515","423976"," ","3440","0101009"
"474921","3","2","410176","2000","0","0","02AN2D","13433",NULL,"X","2878",NULL
"474922","3","2","407755","1149","6.35","23590","04AN1X","6294","420014","X","1726","0100704"
"474929","3","-1","418795","1114","6.35","22800","06AN2A","0","418795","X","0","0100701"
"474930","3","-1","420624","1114","6.35","22900","05AN2A","0","420624","X","0","0100711"
"474931","3","-1","421233","1114","6.35","22940","04AN2A","0","421233","X","0","0100710"
"474932","3","-1","422757","1114","6.35","23010","03AN2A","0","422757","X","0","0100708"
"474933","3","-1","418795","1114","6.35","22810","02AN2A","0","418795","X","0","0100709"
"474934","3","-1","417880","1064","6.35","21730","02AN1Y","0","417880","X","0","0100805"
"474935","3","-1","409956","1020","6.35","20440","02AN2B","0","409956","X","0","0101016"
"474936","3","-1","390144","1055","6.35","20110","01AN2B","0","390144","X","0","0101015"
"474937","3","-1","338937","1002","6.35","16600","07AN2B","0","338937","X","0","0101014"
"474938","3","-1","278892","995","6.35","13570","06AN2B","0","278892","X","0","0100801"
"474939","3","-1","412089","1010","6.35","20340","03AN2B","0","412089","X","0","0100802"
"474940","3","-1","359359","955","6.35","16780","05AN2B","0","359359","X","0","0100808"
"474941","3","-1","417271","970","6.35","19780","04AN2B","0","417271","X","0","0100809"
"474942","3","-1","600151","1045","4.501","21720","05AN1Y","0","600151","X","0","0100807"
"474943","3","-1","596798","1045","4.501","21600","04AN1Y","0","596798","X","0","0100806"
"474944","3","-1","596493","1050","4.501","21700","03AN1Y","0","596493","X","0","0100803"
"474945","3","-1","571804","1050","4.501","20800","06AN1Y","0","571804","X","0","0101103"
"474946","3","-1","412394","1151","6.35","23200","01AN1X","0","412394","X","0","0101102"
"474947","3","-1","483717","1383","5.499","28310","02AN2E","0","483717","X","0","0101011"
"474948","5","-1","625754","935","3.5","16157","07Y83F","0","625754","X","0","0717509"
"453174","12","2","761222","1088","3.5","23230","02X43D","1519","751941","X","826","0212604"
"453175","12","2","761774","1108","3.5","24100","06X43B","597","766267","X","152","0212509"
"453176","12","-1","763211","1108","3.5","24080","05X43B","706","765657","X","167","0212508"
"453177","12","-1","761744","1108","3.5","24010","04X43B","687","763219","X","138","0212507"
"453178","12","2","764308","1108","3.5","24110","03X43B","658","766572","X","171","0212504"
"453179","12","2","764479","1133","3.5","24250","02X43B","770","753770","X","155","0212506"
"453180","12","2","764250","1148","3.5","24840","01X43B","1230","762304","X","237","0212505"
"453181","12","-1","766437","1250","3.5","27220","03X44W","2311","767181","X","982","0213711"
"453182","5","2","760185","1557","3.5","33640","01X44N","3780","769010","X","1655","0213507"
"453183","6","2","733943","1549","3.5","32380","01X36D","2654","743712","X","762","0213513"
"453184","5","2","760703","1556","3.5","33559","02X44M","2314","767486","X","587","0213509"
"453185","5","2","766957","1557","3.5","33579","01X44P","5701","767486","X","3106","0213603"
"453186","1","2","665022","1250","4","26920","01X44K","7437","670560","X","4269","0213405"
"453187","1","2","664990","1250","4","26930","02X44K","4426","670864","X","2307","0213408"
"453188","1","-1","665802","1250","4","26920","03X44K","2744","670560","X","1081","0213409"
"453189","1","2","517942","1250","4","21020","04X44K","6560","523646","X","3368","0213406"
"453190","1","2","574881","1250","4","23320","05X44K","3247","580948","X","1063","0213407"
"453191","6","-1","607396","1406","4.343","29500","02X39J","2025","601675","X","421","0211217"
"453192","1","2","548501","1251","4.762","26920","02X44A","2303","562660","X","831","0213412"
"453193","1","2","547587","1251","4.762","26910","03X44A","2443","562660","X","847","0213413"
"453194","1","2","549401","1251","4.762","26980","04X44A","2762","564184","X","934","0213414"
"453195","5","2","507243","1557","5.25","33480","01X44T","3121","510235","X","1114","0213502"
"453196","1","2","379904","1561","6.721","32730","03X36K","15638","388620","X","3296","0211212"
"453197","1","-1","330385","1250","7.92","26920","02X44F","12209","338632","X","4901","0213318"
"453198","1","2","272592","1251","9.525","26900","01X43Y","10286","281025","X","3769","0213218"
"453199","1","2","272339","1251","9.525","26890","02X43Y","7713","281025","X","3261","0213219"
"453200","6","2","215763","1044","11.43","21500","01X38X","2801","224332","X","1319","0211807"
"453201","1","2","270013","1251","9.525","26880","03X43Y","6631","281025","X","2178","0213217"
"453202","1","2","204944","1250","12.598","26930","03X44J","15096","213055","X","3901","0213404"
"453203","12","2","258383","1560","9.525","31990","05X37P","1546","265480","X","465","0211310"
"453204","1","2","216009","1553","9.525","26630","05X41L","2742","224028","X","809","0213501"
"453205","1","-1","272507","1250","9.525","26910","04X44F","11197","281330","X","4532","0213301"
"453206","1","-1","272323","1250","9.525","26910","03X44F","17040","281330","X","4502","0213316"
"453207","1","2","271723","1254","9.525","26880","02X39M","3580","280111","X","1620","0212001"
"453208","12","2","274993","1250","9.525","27140","01X45H","1286","281025","X","716","0213901"
"453209","1","2","273737","1247","9.525","26920","05X45K","4338","282244","X","1840","0214205"
"453210","12","2","275467","1251","9.525","27080","05X45E","1049","280111","X","421","0214108"
"453211","1","2","274116","1247","9.525","26930","06X45K","4267","282244","X","1852","0214210"
"453212","12","2","334200","1251","7.92","27150","05X45C","829","337718","X","312","0214113"
"453213","12","2","333184","1251","7.92","27140","04X45C","951","337718","X","348","0214112"
"453214","1","2","332339","1247","7.92","26940","04X45K","2991","339852","X","957","0214204"
"453215","12","-1","414472","1250","6.35","27140","03X45H","905","421538","X","251","0213902"
"453216","12","2","415053","1251","6.35","27130","04X45E","2148","420928","X","1200","0214102"
"453217","12","2","387631","1250","6.198","24520","04X45H","1198","390144","X","559","0213903"
"453218","12","2","430226","1251","6.198","27100","01X45E","1189","430987","X","507","0214101"
"453219","12","-1","430060","1251","6.198","27130","03X45C","1228","431292","X","435","0214110"
"453220","12","-1","430300","1251","6.198","27150","02X45C","801","431596","X","242","0214109"
"453221","12","2","430294","1251","6.198","27160","01X45C","555","431901","X","116","0214111"
"453222","12","2","486216","1250","5.499","27170","02X45H","943","487375","X","213","0213904"
"453223","12","2","485992","1251","5.499","27130","04X45A","1166","486156","X","334","0213814"
"453224","12","2","486058","1251","5.499","27130","03X45A","1513","486156","X","608","0213810"
"453225","12","-1","484669","1251","5.499","27150","05X45B","1500","486460","X","466","0213811"
"453226","12","2","485690","1251","5.499","27150","04X45B","1607","486460","X","536","0213705"
"453227","12","2","485035","1251","5.499","27150","03X45B","1513","486460","X","613","0213702"
"453228","12","-1","485821","1251","5.499","27150","02X45B","1282","486460","X","470","0213703"
"453229","12","2","485757","1251","5.499","27130","05X45A","1547","486156","X","506","0213801"
"453230","12","2","486150","1251","5.499","27160","05X44Y","1525","486765","X","640","0213802"
"453231","12","2","484674","1251","5.499","27150","01X45B","1167","486460","X","394","0213701"
"453232","12","2","554318","1251","4.762","27160","06X45A","1339","562051","X","431","0213704"
"453233","6","2","613532","1248","4.293","27100","03X44V","4555","623620","X","914","0213710"
"453234","12","2","763139","1251","3.5","27180","03X44Y","1760","765352","X","509","0213803"
"453235","12","2","765206","1251","3.5","27190","02X44Y","1165","765657","X","259","0213806"
"453236","6","2","715736","1248","2.832","21080","02X44V","6694","735177","X","2448","0213905"
"453237","12","2","760508","1250","3.5","27180","01X44W","1907","765962","X","396","0213805"
"453238","12","2","767423","1250","3.5","27230","02X44W","1709","767181","X","321","0213712"
"453239","12","2","766570","1250","3.5","27200","04X44W","1386","766572","X","307","0213713"
"453240","12","2","766547","1250","3.5","27180","05X44W","1578","765962","X","285","0213714"
"453241","12","2","764125","1250","3.5","27150","06X44W","1739","765048","X","321","0213715"
"453242","12","-1","725438","1251","3.5","27160","03X44X","444","764743","X","120","0213807"
"453243","12","2","794210","1251","3.5","27090","04X44X","3069","762914","X","1092","0213708"
"453244","12","2","766792","1251","3.5","27190","01X44Y","1929","765657","X","376","0213804"
"453245","1","-1","889383","1249","3","26910","03X45V","7824","894587","X","1580","0214311"
"453246","12","2","760619","1251","3.5","27120","02X44X","2523","763524","X","965","0214105"
"453247","1","2","612311","1247","3.5","21910","05X46A","4434","625144","X","1206","0214510"
"453248","5","2","755291","1557","3.5","33100","02X44N","2987","756513","X","1149","0213608"
"453249","12","-1","667805","1251","4","27170","01X45A","1761","669340","X","477","0213812"
"453250","12","2","668346","1251","4","27140","02X45A","1281","668426","X","203","0213813"
"453251","12","2","668769","1251","4","27170","04X44Y","1580","669340","X","328","0213808"
"453252","1","2","668827","1249","4","26980","03X45L","18349","672693","X","7315","0214213"
"453253","1","2","674063","1243","4","27020","03X45J","7229","676960","X","2841","0214208"
"453254","1","2","469399","1247","4","19110","04X46A","4924","477012","X","2204","0214509"
"453255","1","2","673754","1244","4","27030","04X45J","10340","676656","X","5080","0214207"
"453256","1","2","664242","1247","4","26890","01X46A","3550","671169","X","1016","0214511"
"453257","1","2","664862","1247","4","26930","02X46A","25518","672388","X","6843","0214512"
"453258","1","2","661189","1247","4","26870","03X46A","9526","670864","X","3600","0214513"
"453259","5","2","668633","1557","4","33569","02X44P","2041","671169","X","461","0213605"
"453260","6","2","603266","1556","4.249","32370","01X37A","2769","603504","X","1159","0214810"
"453261","12","2","550805","1251","4.762","27130","02X45E","1146","561441","X","268","0214106"
"453262","12","2","486653","1251","5.499","27160","06X45C","1024","486765","X","225","0214114"
"453263","1","2","417344","1250","6.274","26980","02X44J","7942","428548","X","2920","0213403"
"453264","1","2","418102","1250","6.274","27010","01X44J","3037","428853","X","937","0213402"
"453265","6","2","428263","1529","6.198","32970","01X46C","1822","433425","X","301","0214708"
"453266","6","-1","318245","1554","6.198","24540","02X46C","1577","317296","X","658","0214702"
"453267","6","2","368005","1529","6.198","28390","04X46C","1791","373075","X","446","0214707"
"453268","1","2","333783","1247","7.92","27050","04X45X","11759","341071","X","4715","0214506"
"453269","1","2","333231","1247","7.92","27020","03X45X","21501","340766","X","6490","0214413"
"453270","1","2","334440","1245","7.92","27000","05X45J","3319","341071","X","1194","0214209"
"453271","1","2","331816","1247","7.92","26930","03X45K","3316","339547","X","938","0214203"
"453272","1","2","332965","1247","7.92","26990","02X45K","2621","340461","X","856","0214202"
"453273","1","2","332613","1247","7.92","26990","01X45K","2163","340461","X","598","0214201"
"453274","1","2","416434","1247","6.274","26910","05X45Y","2887","428244","X","763","0214505"
"453275","1","-1","415992","1247","6.274","26910","04X45Y","3051","428244","X","851","0214504"
"453276","1","2","416406","1247","6.274","26930","03X45Y","3913","428548","X","1335","0214503"
"453277","1","2","417478","1247","6.274","27010","02X45Y","3655","429768","X","1028","0214502"
"453278","1","-1","428620","1247","6.198","27020","01X45X","6483","435254","X","2757","0214414"
"453279","1","2","426949","1247","6.198","26950","06X45X","5703","434340","X","1944","0214507"
"453280","1","2","427110","1247","6.198","26990","01X45Y","5252","434949","X","1517","0214501"
"453281","1","-1","427766","1247","6.198","26960","05X45X","6336","434340","X","1994","0214508"
"453282","1","2","427996","1249","6.198","26960","02X45V","3397","433730","X","714","0214309"
"453283","1","-1","426487","1247","6.198","26990","04X45W","3514","434949","X","1075","0214406"
"453284","6","-1","373423","1248","5.639","21720","04X44V","1598","380390","X","533","0213706"
"453285","1","2","481702","1249","5.499","26890","06X45P","3662","487680","X","965","0214221"
"453286","1","2","464434","1243","5.499","25600","01X45J","3245","466344","X","946","0214514"
"453287","12","2","385321","1250","5.499","21580","06X45H","1052","387096","X","208","0214103"
"453288","1","2","484014","1249","5.499","26900","04X45L","4114","487680","X","1784","0214214"
"453289","1","2","489089","1243","5.499","27040","02X45J","4780","492556","X","2143","0214206"
"453290","1","-1","385847","1250","5.499","21550","06X44K","2060","390448","X","734","0213401"
"453291","12","2","554469","1251","4.762","27150","03X45E","942","561746","X","273","0214107"
"453292","6","-1","500136","1248","4.216","21770","05X44V","4470","509930","X","1163","0213707"
"453293","5","2","671190","1556","4","33550","01X44M","2910","671474","X","382","0213510"
"453294","5","-1","664483","1556","4","33630","04X44M","2346","672998","X","513","0213512"
"453295","5","-1","662751","1557","4","33460","04X44P","2418","669036","X","532","0213609"
"453296","5","2","757139","1557","3.5","33500","02X44T","1859","765657","X","675","0213504"
"453297","6","2","501030","1248","3.589","18800","01X44V","4457","517550","X","602","0213906"
"453298","12","2","760706","1251","3.5","27130","01X44X","1102","763828","X","244","0213809"
"453299","12","-1","764637","1145","3.5","24920","03X43A","1156","766572","X","310","0212503"
"453300","12","2","746324","1143","3.5","24270","02X43A","666","747979","X","187","0212603"
"453301","12","2","763070","1148","3.5","24900","05X43A","892","764133","X","203","0212502"
"453302","12","2","726575","1143","3.5","23590","01X43A","928","726948","X","226","0212602"
"453303","12","2","760528","1054","3.5","22490","03X43D","2590","751636","X","1217","0212605"
"453304","12","2","675027","1250","3.5","24080","05X45H","1875","678484","X","300","0214104"
"453305","1","2","667038","1249","4","26910","01X45N","3089","670864","X","960","0214304"
"453306","1","2","666274","1249","4","26900","02X45N","3912","670560","X","1170","0214305"
"453307","1","-1","665770","1249","4","26910","01X45P","2755","670864","X","485","0214222"
"453308","1","2","666007","1249","4","26920","02X45P","3020","671169","X","587","0214223"
"453309","1","2","665866","1249","4","26910","03X45P","4562","670864","X","531","0214301"
"453310","1","2","664956","1249","4","26890","02X45R","3930","670255","X","1710","0214315"
"453311","1","2","666830","1251","4","26990","01X43X","1805","671779","X","402","0213207"
"453312","1","2","665179","1249","4","26880","05X44B","2633","670255","X","712","0213215"
"453313","1","2","666164","1249","4","26850","02X44D","5580","669340","X","2143","0213303"
"453314","1","2","666513","1249","4","26880","03X44D","9372","669950","X","4452","0213304"
"453315","1","2","665761","1249","4","26850","04X44D","15563","669340","X","5835","0213306"
"453316","1","2","665567","1249","4","26850","05X44D","15130","669340","X","5800","0213307"
"453317","1","2","665450","1249","4","26930","04X45T","4966","671474","X","1985","0214411"
"453318","1","-1","664335","1249","4","26880","05X45T","5022","669950","X","2252","0214412"
"453319","1","2","668844","1249","4","26980","02X45L","4740","672693","X","2135","0214212"
"453320","1","2","666553","1249","4","26910","01X45V","6130","670864","X","2470","0214310"
"453321","1","-1","521168","1257","4","21000","06X46A","2870","520293","X","672","0214709"
"453322","1","-1","667137","1249","4","26910","04X45V","3573","670864","X","1457","0214312"
"453323","1","2","667126","1249","4","26910","05X45V","3178","670864","X","1190","0214313"
"453324","1","2","666497","1249","4","26930","01X45T","3209","671474","X","1041","0214408"
"453325","1","2","664731","1249","4","26880","02X45T","5202","669950","X","1970","0214409"
"453326","1","2","665536","1249","4","26920","03X45T","3906","671169","X","1365","0214410"
"453327","1","2","666159","1247","4","26970","01X45W","6542","673303","X","2870","0214402"
"453328","1","2","665666","1247","4","26960","02X45W","9475","672998","X","3622","0214404"
"453329","1","2","666893","1247","4","27000","05X45W","10032","673912","X","3480","0214407"
"453330","1","2","665532","1249","4","26900","07X44D","13669","670560","X","5734","0213310"
"453331","1","2","665424","1249","4","26910","03X45R","8786","670864","X","3826","0214316"
"453332","1","2","664714","1249","4","26890","04X45R","11927","670255","X","4884","0214317"
"453333","1","2","664981","1249","4","26900","05X45R","5890","670560","X","1414","0214401"
"453334","1","2","665859","1249","4","26940","04X45P","3826","671474","X","670","0214302"
"453335","1","2","666698","1249","4","26920","05X45P","3446","671169","X","824","0214303"
"453336","1","-1","265016","1257","7.041","20806","04L20X","42022","297789",NULL,"10595","0217816"
"453337","6","2","335383","935","5.507","13816","08V39M","32657","340156","X","5835","0812511"
"453338","12","2","296228","1252","7.92","22566","05E75N","16385","288340","X","6582","0110302"
"453339","1","-1","402154","1559","6.274","2666","01N32W","53989","34442",NULL,"7616","0818912"
"453340","1","2","323266","1219","3.594","8423","04J97TBBB","34641","243535","X","8541","0000-00"
"453341","2","2","573933","1244","4.501","25200","02X36B","20042","576376","X","5008","0207902"
"453342","2","2","574631","1244","4.501","25170","04X36B","13650","575767","X","4139","0210712"
"453343","2","2","627229","1567","4","30720","01X35L","18906","627583","X","7224","0210701"
"453344","2","2","653502","2000","0","0","04x35l","14081",NULL,"X","5525",NULL
"453345","2","2","654760","1558","4","31690","03X35L","11106","651357","X","3931","0210705"
"453346","2","2","654843","1558","4","31730","02X35L","13816","651967","X","4833","0210706"
"453347","2","2","652040","1555","4","31660","03X35M","11814","651967","X","3992","0210709"
"453348","2","2","652396","1560","4","31609","02X35M","12176","648919","X","4136","0210708"
"453349","2","2","652953","1555","4","31440","04X35M","15962","647395","X","5799","0210707"
"453350","2","-1","650330","1568","4","31810","01X35N","30598","649528",NULL,"4430","0210704"
"453351","2","2","609963","1278","4","24610","01X35R","10668","616610","X","2882","0210710"
"453352","2","2","712768","1110","3.5","21650","01X46H","26640","713841","X","7695","0215106"
"453353","2","2","735539","1096","3.5","22280","05X46M","35559","744016","X","9285","0214905"
"453354","2","2","736010","1099","3.5","22300","06X46M","21582","742492","X","5312","0214902"
"453355","2","2","736171","1094","3.5","22270","04X46M","23490","744931","X","6905","0214901"
"453356","2","2","737513","1099","3.5","22440","01X46M","38967","747369","X","10139","0214906"
"453357","2","2","734134","1087","3.5","22010","01X46L","13093","740968","X","2608","0214907"
"453358","2","2","735720","1086","3.5","21970","02X46L","16337","740054","X","4354","0215007"
"453359","2","2","734533","1086","3.5","21920","03X46L","24878","738225","X","6098","0215005"
"453360","2","2","734870","1094","3.5","22110","06X46L","27910","739749","X","6942","0215003"
"453361","2","2","734111","1095","3.5","22020","01X46J","22404","736092","X","5500","0215103"
"453362","2","2","730120","1092","3.5","21970","02X46J","12578","736092","X","3267","0215011"
"453363","2","2","735142","1096","3.5","22140","03X46J","18437","739444","X","5497","0215009"
"453364","2","2","729337","1115","3.5","22170","04X46J","14787","727557","X","4357","0215012"
"453365","2","2","733923","1115","3.5","22310","05X46J","25181","732434","X","7544","0215102"
"453366","2","2","727431","1115","3.5","22240","06X46J","16406","729996","X","4006","0215101"
"453367","2","2","732388","1127","3.5","22220","02X46F","14122","721461","X","3397","0215107"
"453368","2","2","730864","1092","3.5","21730","03X46F","18081","728167","X","4482","0215104"
"453369","2","2","730450","1092","3.5","21870","04X46F","15320","732739","X","4002","0215105"
"453370","2","2","729958","1081","3.5","21600","05X46F","18528","731215","X","5073","0215010"
"453371","2","2","736347","1086","3.5","21930","06X46F","23671","739140","X","5959","0215008"
