"ClaimId","CustomerClaimDefectWeight"
3756,"1930"
3757,"1870"
3758,"1800"
3759,"1990"
3760,"272"
3761,"833"
3762,"341"
3763,"6262"
3764,"1663"
3765,"718"
3766,"60"
3767,"1747"
3768,"401"
3769,"1590"
3770,"13780"
3771,"1985"
3772,"2999"
3773,"4919"
3774,"0"
3775,"1118"
3776,"1159"
3777,"2043"
3778,"988"
3779,"2043"
3780,"988"
3781,"1051"
3782,"2290"
3783,"1393"
3784,"1722"
3785,"1571"
3786,"1632"
3787,"2025"
3788,"2280"
3789,"1386"
3790,"2141"
3791,"2080"
3792,"1119"
3793,"1173"
3794,"1142"
3795,"1751"
3796,"4197"
3797,"1397"
3798,"1348"
3799,"0"
3800,"10760"
3801,"220"
3802,"150"
3803,"4490"
3804,"10105"
3805,"0"
3806,"11403"
3807,"1650"
3808,"10255"
3809,"0"
3810,"8201"
3811,"0"
3812,"9340"
3813,"1442"
3814,"1664"
3815,"13580"
3816,"10221"
3817,"2070"
3818,"1981"
3819,"1680"
3820,"2590"
3821,"1860"
3822,"1221"
3823,"92"
3824,"3904"
3825,"2332"
3826,"3329"
3827,"8045"
3828,"2484"
3829,"1896"
3830,"906"
3831,"4109"
3832,"1582"
3833,"779"
3834,"3408"
3835,"2204"
3836,"1300"
3837,"2565"
3838,"2632"
3839,"904"
3840,"2205"
3841,"824"
3842,"3024"
3843,"1260"
3844,"4774"
3845,"2032"
3846,"2992"
3847,"1960"
3848,"870"
3849,"242"
3850,"3489"
3851,"167"
3852,"1995"
3853,"1539"
3854,"1185"
3855,"0"
3856,"0"
3857,"2354"
3858,"2070"
3859,"4053"
3860,"1049"
3861,"3026"
3862,"1072"
3863,"6178"
3864,"0"
3865,"1607"
3866,"2260"
3867,"1430"
3868,"1290"
3869,"1430"
3870,"1960"
3871,"2110"
3872,"1515"
3873,"1290"
3874,"703"
3875,"1529"
3876,"634"
3877,"2160"
3878,"15370"
3879,"1026"
3880,"15302"
3881,"17826"
3882,"2067"
3883,"846"
3884,"14335"
3885,"3230"
3886,"2605"
3887,"1268"
3888,"488"
3889,"2268"
3890,"0"
3891,"0"
3892,"420"
3893,"592"
3894,"618"
3895,"792"
3896,"493"
3897,"1388"
3898,"913"
3899,"4439"
3900,"1420"
3901,"0"
3902,"1590"
3903,"2760"
3904,"0"
3905,"510"
3906,"1525"
3907,"1231"
3908,"2835"
3909,"458"
3910,"780"
3911,"338"
3912,"11438"
3913,"279"
3914,"0"
3915,"1824"
3916,"1680"
3917,"1351"
3918,"682"
3919,"4940"
3920,"2920"
3921,"2581"
3922,"810"
3923,"705"
3924,"537"
3925,"990"
3926,"1070"
3927,"1130"
3928,"2400"
3929,"20314"
3930,"21380"
3931,"1473"
3932,"15480"
3933,"236"
3934,"3304"
3935,"3068"
3936,"2538"
3937,"3302"
3938,"3308"
3939,"1550"
3940,"1374"
3941,"1141"
3942,"2690"
3943,"0"
3944,"1016"
3945,"136"
3946,"3285"
3947,"2970"
3948,"7222"
3949,"2145"
3950,"5626"
3951,"1780"
3952,"0"
3953,"2300"
3954,"457"
3955,"706"
3956,"889"
3957,"2606"
3958,"2006"
3959,"2136"
3960,"1315"
3961,"2885"
3962,"4740"
3963,"23028"
3964,"57"
3965,"60"
3966,"148"
3967,"97"
3968,"2165"
3969,"10020"
3970,"1700"
3971,"364"
3972,"772"
3973,"5232"
3974,"1565"
3975,"1438"
3976,"115"
3977,"115"
3978,"5555"
3979,"1214"
3980,"0"
3981,"0"
3982,"22600"
3983,"8525"
3984,"1060"
3985,"1088"
3986,"2999"
3987,"1192"
3988,"1378"
3989,"207"
3990,"835"
3991,"2323"
3992,"42030"
3993,"2800"
3994,"604"
3995,"2774"
3996,"2537"
3997,"827"
3998,"1328"
3999,"8420"
4000,"7140"
4001,"487"
4002,"6136"
4003,"156"
4004,"115"
4005,"1243"
4006,"4730"
4007,"3195"
4008,"3376"
4009,"8740"
4010,"1501"
4011,"1571"
4012,"1649"
4013,"960"
4014,"1191"
4015,"722"
4016,"896"
4017,"2170"
4018,"4015"
4019,"0"
4020,"2217"
4021,"426"
4022,"4197"
4023,"0"
4024,"1650"
4025,"1267"
4026,"3545"
4027,"1214"
4028,"1836"
4029,"1998"
4030,"2510"
4031,"2455"
4032,"524"
4033,"1395"
4034,"2873"
4035,"3628"
4036,"2300"
4037,"3765"
4038,"4505"
4039,"3903"
4040,"0"
4041,"3975"
4042,"1490"
4043,"2640"
4044,"2608"
4045,"2700"
4046,"2650"
4047,"15708"
4048,"1622"
4049,"620"
4050,"1860"
4051,"2996"
4052,"3810"
4053,"13470"
4054,"0"
4055,"5865"
4056,"3024"
4057,"2885"
4058,"520"
4059,"304"
4060,"1049"
4061,"10530"
4062,"2081"
4063,"1405"
4064,"0"
4065,"187"
4066,"205"
4067,"295"
4068,"1433"
4069,"781"
4070,"2050"
4071,"3560"
4072,"3510"
4073,"1985"
4074,"3475"
4075,"3114"
4076,"3633"
4077,"2603"
4078,"14830"
4079,"14940"
4080,"8510"
4081,"8500"
4082,"7005"
4083,"7725"
4084,"4240"
4085,"546"
4086,"2079"
4087,"13238"
4088,"1230"
4089,"770"
4090,"2670"
4091,"0"
4092,"731"
4093,"1260"
4094,"770"
4095,"3412"
4096,"139"
4097,"5046"
4098,"2347"
4099,"791"
4100,"346"
4101,"412"
4102,"1538"
4103,"1847"
4104,"0"
4105,"0"
4106,"3378"
4107,"1232"
4108,"1914"
4109,"2210"
4110,"900"
4111,"6008"
4112,"3062"
4113,"977"
4114,"9590"
4115,"3536"
4116,"249"
4117,"13845"
4118,"3076"
4119,"767"
4120,"659"
4121,"1160"
4122,"2143"
4123,"0"
4124,"0"
4125,"0"
4126,"960"
4127,"1005"
4128,"637"
4129,"0"
4130,"1820"
4131,"3170"
4132,"4820"
4133,"4820"
4134,"1080"
4135,"0"
4136,"3120"
4137,"0"
4138,"2201"
4139,"2203"
4140,"2453"
4141,"2145"
4142,"1257"
4143,"688"
4144,"1320"
4145,"597"
4146,"591"
4147,"2560"
4148,"2650"
4149,"394"
4150,"2271"
4151,"130"
4152,"630"
4153,"0"
4154,"2140"
4155,"4734"
4156,"608"
4157,"1810"
4158,"0"
4159,"1088"
4160,"426"
4161,"425"
4162,"426"
4163,"1730"
4164,"2120"
4165,"3230"
4166,"3996"
4167,"1003"
4168,"1403"
4169,"684"
4170,"0"
4171,"2702"
4172,"923"
4173,"1454"
4174,"424"
4175,"806"
4176,"6659"
4177,"999"
4178,"3717"
4179,"1854"
4180,"2089"
4181,"875"
4182,"27430"
4183,"1332"
4184,"1030"
4185,"2702"
4186,"3207"
4187,"2702"
4188,"3857"
4189,"668"
4190,"3210"
4191,"3378"
4192,"548"
4193,"5024"
4194,"411"
4195,"1158"
4196,"12650"
4197,"9680"
4198,"1085"
4199,"0"
4200,"1500"
4201,"0"
4202,"1495"
4203,"4112"
4204,"2897"
4205,"5313"
4206,"1942"
4207,"1115"
4208,"10265"
4209,"1630"
4210,"1492"
4211,"572"
4212,"710"
4213,"3455"
4214,"810"
4215,"1116"
4216,"1850"
4217,"20670"
4218,"373"
4219,"0"
4220,"0"
4221,"1484"
4222,"8825"
4223,"2523"
4224,"5756"
4225,"2718"
4226,"2662"
4227,"1324"
4228,"1109"
4229,"2499"
4230,"1782"
4231,"390"
4232,"1079"
4233,"6340"
4234,"2660"
4235,"2102"
4236,"19340"
4237,"1058"
4238,"1045"
4239,"556"
4240,"1349"
4241,"2058"
4242,"800"
4243,"1260"
4244,"227"
4245,"2265"
4246,"3470"
4247,"930"
4248,"1240"
4249,"930"
4250,"0"
4251,"6700"
4252,"0"
4253,"16440"
4254,"1882"
4255,"0"
4256,"0"
4257,"3052"
4258,"1733"
4259,"4420"
4260,"6275"
4261,"7461"
4262,"6260"
4263,"8389"
4264,"1819"
4265,"2253"
4266,"1755"
4267,"1144"
4268,"1841"
4269,"8000"
4270,"809"
4271,"926"
4272,"1388"
4273,"10462"
4274,"10463"
4275,"4440"
4276,"1030"
4277,"7925"
4278,"1375"
4279,"2680"
4280,"1284"
4281,"4836"
4282,"4700"
4283,"18223"
4284,"9960"
4285,"364"
4286,"772"
4287,"5232"
4288,"1565"
4289,"15564"
4290,"394"
4291,"1985"
4292,"8880"
4293,"707"
4294,"690"
4295,"891"
4296,"0"
4297,"426"
4298,"426"
4299,"9114"
4300,"829"
4301,"657"
4302,"16870"
4303,"4910"
4304,"1200"
4305,"19560"
4306,"1175"
4307,"590"
4308,"228"
4309,"2049"
4310,"4032"
4311,"5180"
4312,"494"
4313,"10255"
4314,"1370"
4315,"861"
4316,"536"
4317,"807"
4318,"538"
4319,"809"
4320,"1764"
4321,"1860"
4322,"1620"
4323,"1320"
4324,"20314"
4325,"21380"
4326,"1473"
4327,"4150"
4328,"780"
4329,"120"
4330,"287"
4331,"4530"
4332,"503"
4333,"948"
4334,"3880"
4335,"2902"
4336,"22780"
4337,"2934"
4338,"3800"
4339,"1026"
4340,"0"
4341,"1395"
4342,"999"
4343,"2018"
4344,"4260"
4345,"686"
4346,"1865"
4347,"3402"
4348,"3381"
4349,"728"
4350,"3542"
4351,"2702"
4352,"3040"
4353,"368"
4354,"515"
4355,"2000"
4356,"3320"
4357,"3780"
4358,"3460"
4359,"3540"
4360,"0"
4361,"0"
4362,"1600"
4363,"12550"
4364,"4618"
4365,"19951"
4366,"3620"
4367,"1810"
4368,"275"
4369,"428"
4370,"324"
4371,"3186"
4372,"1246"
4373,"680"
4374,"11015"
4375,"0"
4376,"0"
4377,"3478"
4378,"11910"
4379,"5352"
4380,"1620"
4381,"1620"
4382,"814"
4383,"1073"
4384,"1041"
4385,"1450"
4386,"2708"
4387,"1656"
4388,"2706"
4389,"2880"
4390,"10955"
4391,"4014"
4392,"900"
4393,"481"
4394,"410"
4395,"487"
4396,"1005"
4397,"0"
4398,"552"
4399,"8459"
4400,"972"
4401,"1942"
4402,"3136"
4403,"1755"
4404,"1183"
4405,"1540"
4406,"2749"
4407,"7190"
4408,"3534"
4409,"9760"
4410,"3624"
4411,"1752"
4412,"1890"
4413,"2869"
4414,"2204"
4415,"1664"
4416,"0"
4417,"1941"
4418,"0"
4419,"1348"
4420,"840"
4421,"1320"
4422,"1243"
4423,"4532"
4424,"661"
